,Cust_ID,Event_CreatT,Event_ExpireT,Stat_ID,Status,t
683,CUST8,2023-05-18 21:28:02,2023-05-18 21:59:02,BSG_302,unsuccessful reservation,0 days 00:31:00
684,CUST3,2023-05-18 04:03:16,2023-05-18 04:30:16,BSG_249,unsuccessful reservation,0 days 00:27:00
685,CUST10,2023-05-18 21:04:39,2023-05-18 21:15:39,BSG_348,successful,0 days 00:11:00
686,CUST1,2023-05-18 11:12:56,2023-05-18 11:46:56,BSG_63,unsuccessful reservation,0 days 00:34:00
687,CUST14,2023-05-18 03:57:02,2023-05-18 04:35:02,BSG_269,unsuccessful reservation,0 days 00:38:00
688,CUST11,2023-05-18 00:50:32,2023-05-18 01:20:32,BSG_77,unsuccessful reservation,0 days 00:30:00
689,CUST6,2023-05-18 17:53:42,2023-05-18 18:25:42,BSG_230,successful,0 days 00:32:00
690,CUST4,2023-05-18 12:58:48,2023-05-18 13:34:48,BSG_143,successful,0 days 00:36:00
691,CUST11,2023-05-18 21:01:30,2023-05-18 21:12:30,BSG_334,unsuccessful reservation,0 days 00:11:00
692,CUST1,2023-05-18 18:36:15,2023-05-18 18:50:15,BSG_225,successful,0 days 00:14:00
693,CUST7,2023-05-18 05:29:03,2023-05-18 06:04:03,BSG_291,unsuccessful reservation,0 days 00:35:00
694,CUST16,2023-05-18 11:10:48,2023-05-18 11:53:48,BSG_259,successful,0 days 00:43:00
695,CUST13,2023-05-18 05:20:52,2023-05-18 05:42:52,BSG_298,successful,0 days 00:22:00
696,CUST6,2023-05-18 03:50:18,2023-05-18 04:25:18,BSG_322,unsuccessful reservation,0 days 00:35:00
697,CUST15,2023-05-18 18:52:11,2023-05-18 18:58:11,BSG_225,unsuccessful reservation,0 days 00:06:00
698,CUST16,2023-05-18 16:07:38,2023-05-18 16:41:38,BSG_180,unsuccessful reservation,0 days 00:34:00
699,CUST5,2023-05-18 12:51:33,2023-05-18 13:21:33,BSG_159,successful,0 days 00:30:00
700,CUST13,2023-05-18 20:29:42,2023-05-18 20:39:42,BSG_261,successful,0 days 00:10:00
701,CUST11,2023-05-18 00:08:04,2023-05-18 00:19:04,BSG_184,successful,0 days 00:11:00
702,CUST3,2023-05-18 07:47:33,2023-05-18 08:20:33,BSG_212,successful,0 days 00:33:00
703,CUST11,2023-05-18 10:48:03,2023-05-18 11:03:03,BSG_168,successful,0 days 00:15:00
704,CUST15,2023-05-18 20:20:31,2023-05-18 21:00:31,BSG_209,unsuccessful reservation,0 days 00:40:00
705,CUST12,2023-05-18 03:46:49,2023-05-18 04:18:49,BSG_96,successful,0 days 00:32:00
706,CUST2,2023-05-18 00:12:00,2023-05-18 00:35:00,BSG_298,successful,0 days 00:23:00
707,CUST6,2023-05-18 16:14:45,2023-05-18 16:45:45,BSG_262,successful,0 days 00:31:00
708,CUST3,2023-05-18 10:04:35,2023-05-18 10:16:35,BSG_218,unsuccessful reservation,0 days 00:12:00
709,CUST11,2023-05-18 08:14:55,2023-05-18 08:54:55,BSG_68,unsuccessful reservation,0 days 00:40:00
710,CUST8,2023-05-18 09:58:18,2023-05-18 10:11:18,BSG_18,successful,0 days 00:13:00
711,CUST7,2023-05-18 02:07:40,2023-05-18 02:13:40,BSG_71,unsuccessful reservation,0 days 00:06:00
712,CUST4,2023-05-18 11:04:42,2023-05-18 11:35:42,BSG_109,successful,0 days 00:31:00
713,CUST16,2023-05-18 04:21:49,2023-05-18 04:39:49,BSG_271,successful,0 days 00:18:00
714,CUST1,2023-05-18 11:34:03,2023-05-18 12:11:03,BSG_111,unsuccessful reservation,0 days 00:37:00
715,CUST13,2023-05-18 22:54:38,2023-05-18 23:01:38,BSG_86,successful,0 days 00:07:00
716,CUST5,2023-05-18 19:04:32,2023-05-18 19:16:32,BSG_238,unsuccessful reservation,0 days 00:12:00
717,CUST15,2023-05-18 21:44:41,2023-05-18 22:26:41,BSG_104,unsuccessful reservation,0 days 00:42:00
718,CUST14,2023-05-18 09:44:31,2023-05-18 09:54:31,BSG_323,successful,0 days 00:10:00
719,CUST14,2023-05-18 19:44:59,2023-05-18 20:03:59,BSG_59,unsuccessful reservation,0 days 00:19:00
720,CUST1,2023-05-18 09:35:05,2023-05-18 09:49:05,BSG_90,successful,0 days 00:14:00
721,CUST8,2023-05-18 06:38:41,2023-05-18 07:17:41,BSG_92,unsuccessful reservation,0 days 00:39:00
722,CUST8,2023-05-18 10:02:59,2023-05-18 10:21:59,BSG_334,unsuccessful reservation,0 days 00:19:00
723,CUST13,2023-05-18 10:32:42,2023-05-18 10:54:42,BSG_22,successful,0 days 00:22:00
724,CUST1,2023-05-18 10:25:36,2023-05-18 10:58:36,BSG_320,unsuccessful reservation,0 days 00:33:00
725,CUST1,2023-05-18 06:34:58,2023-05-18 07:18:58,BSG_153,unsuccessful reservation,0 days 00:44:00
726,CUST1,2023-05-18 01:07:42,2023-05-18 01:51:42,BSG_310,successful,0 days 00:44:00
727,CUST11,2023-05-18 22:18:53,2023-05-18 22:59:53,BSG_159,successful,0 days 00:41:00
728,CUST8,2023-05-18 15:41:23,2023-05-18 16:08:23,BSG_149,unsuccessful reservation,0 days 00:27:00
729,CUST5,2023-05-18 13:09:54,2023-05-18 13:19:54,BSG_252,successful,0 days 00:10:00
730,CUST4,2023-05-18 22:42:47,2023-05-18 22:58:47,BSG_153,successful,0 days 00:16:00
731,CUST14,2023-05-18 13:51:32,2023-05-18 14:05:32,BSG_13,unsuccessful reservation,0 days 00:14:00
732,CUST13,2023-05-18 18:28:30,2023-05-18 19:01:30,BSG_229,unsuccessful reservation,0 days 00:33:00
733,CUST15,2023-05-18 12:59:51,2023-05-18 13:41:51,BSG_259,unsuccessful reservation,0 days 00:42:00
734,CUST15,2023-05-18 00:41:01,2023-05-18 01:03:01,BSG_152,unsuccessful reservation,0 days 00:22:00
735,CUST8,2023-05-18 10:20:51,2023-05-18 10:39:51,BSG_161,unsuccessful reservation,0 days 00:19:00
736,CUST7,2023-05-18 18:09:25,2023-05-18 18:51:25,BSG_56,successful,0 days 00:42:00
737,CUST6,2023-05-18 11:26:56,2023-05-18 12:08:56,BSG_241,successful,0 days 00:42:00
738,CUST8,2023-05-18 07:17:09,2023-05-18 07:35:09,BSG_293,successful,0 days 00:18:00
739,CUST9,2023-05-18 02:12:56,2023-05-18 02:36:56,BSG_308,unsuccessful reservation,0 days 00:24:00
740,CUST16,2023-05-18 16:08:43,2023-05-18 16:46:43,BSG_108,successful,0 days 00:38:00
741,CUST12,2023-05-18 17:17:39,2023-05-18 17:50:39,BSG_44,unsuccessful reservation,0 days 00:33:00
742,CUST4,2023-05-18 22:31:45,2023-05-18 22:56:45,BSG_270,unsuccessful reservation,0 days 00:25:00
743,CUST9,2023-05-18 20:34:28,2023-05-18 20:49:28,BSG_26,unsuccessful reservation,0 days 00:15:00
744,CUST11,2023-05-18 22:58:26,2023-05-18 23:05:26,BSG_319,successful,0 days 00:07:00
745,CUST15,2023-05-18 20:53:28,2023-05-18 21:33:28,BSG_39,unsuccessful reservation,0 days 00:40:00
746,CUST3,2023-05-18 01:24:17,2023-05-18 01:41:17,BSG_109,unsuccessful reservation,0 days 00:17:00
747,CUST13,2023-05-18 08:13:26,2023-05-18 08:21:26,BSG_317,unsuccessful reservation,0 days 00:08:00
748,CUST2,2023-05-18 22:19:17,2023-05-18 22:57:17,BSG_267,successful,0 days 00:38:00
749,CUST12,2023-05-18 18:47:39,2023-05-18 19:23:39,BSG_97,successful,0 days 00:36:00
750,CUST15,2023-05-18 14:42:36,2023-05-18 15:12:36,BSG_22,successful,0 days 00:30:00
751,CUST6,2023-05-18 11:11:24,2023-05-18 11:54:24,BSG_174,unsuccessful reservation,0 days 00:43:00
752,CUST8,2023-05-18 12:46:32,2023-05-18 13:03:32,BSG_289,unsuccessful reservation,0 days 00:17:00
753,CUST5,2023-05-18 18:52:09,2023-05-18 19:03:09,BSG_311,successful,0 days 00:11:00
754,CUST13,2023-05-18 04:51:09,2023-05-18 05:27:09,BSG_232,unsuccessful reservation,0 days 00:36:00
755,CUST5,2023-05-18 23:47:02,2023-05-19 00:24:02,BSG_62,successful,0 days 00:37:00
756,CUST5,2023-05-18 01:48:50,2023-05-18 01:57:50,BSG_232,unsuccessful reservation,0 days 00:09:00
757,CUST11,2023-05-18 17:11:58,2023-05-18 17:19:58,BSG_19,unsuccessful reservation,0 days 00:08:00
758,CUST14,2023-05-18 20:41:52,2023-05-18 21:11:52,BSG_191,successful,0 days 00:30:00
759,CUST9,2023-05-18 11:16:56,2023-05-18 11:50:56,BSG_123,unsuccessful reservation,0 days 00:34:00
760,CUST5,2023-05-18 23:05:30,2023-05-18 23:31:30,BSG_170,successful,0 days 00:26:00
761,CUST8,2023-05-18 00:52:23,2023-05-18 01:02:23,BSG_13,unsuccessful reservation,0 days 00:10:00
762,CUST1,2023-05-18 19:43:15,2023-05-18 20:08:15,BSG_98,unsuccessful reservation,0 days 00:25:00
763,CUST11,2023-05-18 02:48:46,2023-05-18 03:26:46,BSG_302,unsuccessful reservation,0 days 00:38:00
764,CUST1,2023-05-18 00:12:16,2023-05-18 00:43:16,BSG_285,successful,0 days 00:31:00
765,CUST15,2023-05-18 10:09:46,2023-05-18 10:18:46,BSG_162,successful,0 days 00:09:00
766,CUST10,2023-05-18 15:14:06,2023-05-18 15:27:06,BSG_22,successful,0 days 00:13:00
767,CUST3,2023-05-18 05:33:12,2023-05-18 05:59:12,BSG_6,unsuccessful reservation,0 days 00:26:00
768,CUST8,2023-05-18 05:06:24,2023-05-18 05:38:24,BSG_77,successful,0 days 00:32:00
769,CUST10,2023-05-18 16:03:15,2023-05-18 16:47:15,BSG_66,successful,0 days 00:44:00
770,CUST8,2023-05-18 06:53:16,2023-05-18 07:26:16,BSG_332,unsuccessful reservation,0 days 00:33:00
771,CUST8,2023-05-18 12:51:34,2023-05-18 13:31:34,BSG_32,unsuccessful reservation,0 days 00:40:00
772,CUST3,2023-05-18 21:48:28,2023-05-18 21:56:28,BSG_66,unsuccessful reservation,0 days 00:08:00
773,CUST3,2023-05-18 09:50:06,2023-05-18 10:25:06,BSG_99,successful,0 days 00:35:00
774,CUST14,2023-05-18 11:45:21,2023-05-18 11:53:21,BSG_334,successful,0 days 00:08:00
775,CUST7,2023-05-18 07:28:15,2023-05-18 08:02:15,BSG_316,successful,0 days 00:34:00
776,CUST10,2023-05-18 21:55:01,2023-05-18 22:21:01,BSG_54,unsuccessful reservation,0 days 00:26:00
777,CUST7,2023-05-18 07:00:19,2023-05-18 07:24:19,BSG_338,successful,0 days 00:24:00
778,CUST11,2023-05-18 00:53:33,2023-05-18 01:21:33,BSG_316,unsuccessful reservation,0 days 00:28:00
779,CUST4,2023-05-18 14:15:51,2023-05-18 14:35:51,BSG_302,unsuccessful reservation,0 days 00:20:00
780,CUST9,2023-05-18 19:00:24,2023-05-18 19:13:24,BSG_339,unsuccessful reservation,0 days 00:13:00
781,CUST11,2023-05-18 00:42:15,2023-05-18 01:19:15,BSG_36,unsuccessful reservation,0 days 00:37:00
782,CUST1,2023-05-18 11:05:44,2023-05-18 11:38:44,BSG_280,unsuccessful reservation,0 days 00:33:00
783,CUST16,2023-05-18 01:34:01,2023-05-18 02:10:01,BSG_177,unsuccessful reservation,0 days 00:36:00
784,CUST11,2023-05-18 11:39:24,2023-05-18 11:48:24,BSG_251,successful,0 days 00:09:00
785,CUST3,2023-05-18 18:12:26,2023-05-18 18:56:26,BSG_108,successful,0 days 00:44:00
786,CUST12,2023-05-18 04:17:57,2023-05-18 04:31:57,BSG_344,successful,0 days 00:14:00
787,CUST16,2023-05-18 13:39:55,2023-05-18 14:15:55,BSG_6,successful,0 days 00:36:00
788,CUST2,2023-05-18 16:29:07,2023-05-18 16:46:07,BSG_326,successful,0 days 00:17:00
789,CUST8,2023-05-18 19:12:53,2023-05-18 19:44:53,BSG_89,successful,0 days 00:32:00
790,CUST2,2023-05-18 18:12:28,2023-05-18 18:38:28,BSG_275,unsuccessful reservation,0 days 00:26:00
791,CUST16,2023-05-18 21:24:02,2023-05-18 21:49:02,BSG_328,successful,0 days 00:25:00
792,CUST2,2023-05-18 01:40:31,2023-05-18 02:10:31,BSG_53,unsuccessful reservation,0 days 00:30:00
793,CUST6,2023-05-18 10:57:56,2023-05-18 11:23:56,BSG_31,successful,0 days 00:26:00
794,CUST6,2023-05-18 13:12:37,2023-05-18 13:51:37,BSG_227,successful,0 days 00:39:00
795,CUST2,2023-05-18 12:07:18,2023-05-18 12:22:18,BSG_334,successful,0 days 00:15:00
796,CUST16,2023-05-18 19:25:46,2023-05-18 20:01:46,BSG_100,unsuccessful reservation,0 days 00:36:00
797,CUST12,2023-05-18 23:32:56,2023-05-18 23:49:56,BSG_14,unsuccessful reservation,0 days 00:17:00
798,CUST2,2023-05-18 12:22:33,2023-05-18 13:06:33,BSG_143,unsuccessful reservation,0 days 00:44:00
799,CUST3,2023-05-18 11:17:31,2023-05-18 11:55:31,BSG_77,successful,0 days 00:38:00
800,CUST7,2023-05-18 05:12:24,2023-05-18 05:22:24,BSG_300,unsuccessful reservation,0 days 00:10:00
801,CUST10,2023-05-18 22:38:06,2023-05-18 23:08:06,BSG_283,unsuccessful reservation,0 days 00:30:00
802,CUST1,2023-05-18 17:51:24,2023-05-18 18:29:24,BSG_270,unsuccessful reservation,0 days 00:38:00
803,CUST16,2023-05-18 15:01:18,2023-05-18 15:44:18,BSG_53,successful,0 days 00:43:00
804,CUST12,2023-05-18 02:49:14,2023-05-18 03:10:14,BSG_288,successful,0 days 00:21:00
805,CUST8,2023-05-18 15:52:56,2023-05-18 16:20:56,BSG_30,unsuccessful reservation,0 days 00:28:00
806,CUST4,2023-05-18 20:34:00,2023-05-18 20:53:00,BSG_314,unsuccessful reservation,0 days 00:19:00
807,CUST9,2023-05-18 03:50:37,2023-05-18 04:30:37,BSG_9,unsuccessful reservation,0 days 00:40:00
808,CUST10,2023-05-18 21:27:24,2023-05-18 22:11:24,BSG_199,successful,0 days 00:44:00
809,CUST12,2023-05-18 04:26:12,2023-05-18 04:34:12,BSG_268,successful,0 days 00:08:00
810,CUST10,2023-05-18 00:26:56,2023-05-18 00:39:56,BSG_82,unsuccessful reservation,0 days 00:13:00
811,CUST11,2023-05-18 11:17:26,2023-05-18 11:46:26,BSG_246,successful,0 days 00:29:00
812,CUST12,2023-05-18 09:27:56,2023-05-18 09:57:56,BSG_319,successful,0 days 00:30:00
813,CUST7,2023-05-18 02:00:24,2023-05-18 02:12:24,BSG_59,unsuccessful reservation,0 days 00:12:00
814,CUST12,2023-05-18 20:53:53,2023-05-18 21:32:53,BSG_64,successful,0 days 00:39:00
815,CUST12,2023-05-18 22:11:47,2023-05-18 22:40:47,BSG_333,unsuccessful reservation,0 days 00:29:00
816,CUST3,2023-05-18 01:18:16,2023-05-18 01:59:16,BSG_249,successful,0 days 00:41:00
817,CUST11,2023-05-18 14:37:37,2023-05-18 15:04:37,BSG_348,successful,0 days 00:27:00
818,CUST9,2023-05-18 22:20:17,2023-05-18 22:39:17,BSG_133,successful,0 days 00:19:00
819,CUST16,2023-05-18 10:04:12,2023-05-18 10:24:12,BSG_208,successful,0 days 00:20:00
820,CUST10,2023-05-18 22:11:58,2023-05-18 22:35:58,BSG_91,unsuccessful reservation,0 days 00:24:00
821,CUST13,2023-05-18 23:20:45,2023-05-18 23:30:45,BSG_70,successful,0 days 00:10:00
822,CUST13,2023-05-18 09:37:39,2023-05-18 10:19:39,BSG_316,successful,0 days 00:42:00
823,CUST3,2023-05-18 00:50:13,2023-05-18 00:56:13,BSG_300,unsuccessful reservation,0 days 00:06:00
824,CUST9,2023-05-18 03:31:09,2023-05-18 03:59:09,BSG_159,unsuccessful reservation,0 days 00:28:00
825,CUST6,2023-05-18 12:27:29,2023-05-18 12:35:29,BSG_229,unsuccessful reservation,0 days 00:08:00
826,CUST3,2023-05-18 12:01:17,2023-05-18 12:37:17,BSG_17,successful,0 days 00:36:00
827,CUST16,2023-05-18 08:25:03,2023-05-18 08:44:03,BSG_304,unsuccessful reservation,0 days 00:19:00
828,CUST4,2023-05-18 17:12:11,2023-05-18 17:34:11,BSG_252,successful,0 days 00:22:00
829,CUST5,2023-05-18 04:06:08,2023-05-18 04:40:08,BSG_238,successful,0 days 00:34:00
830,CUST6,2023-05-18 23:58:26,2023-05-19 00:07:26,BSG_321,successful,0 days 00:09:00
831,CUST4,2023-05-18 10:39:46,2023-05-18 11:07:46,BSG_261,successful,0 days 00:28:00
832,CUST5,2023-05-18 15:56:32,2023-05-18 16:10:32,BSG_209,unsuccessful reservation,0 days 00:14:00
833,CUST12,2023-05-18 08:37:50,2023-05-18 08:44:50,BSG_51,unsuccessful reservation,0 days 00:07:00
834,CUST8,2023-05-18 06:54:01,2023-05-18 07:35:01,BSG_319,successful,0 days 00:41:00
835,CUST8,2023-05-18 15:58:39,2023-05-18 16:04:39,BSG_71,successful,0 days 00:06:00
836,CUST15,2023-05-18 12:46:00,2023-05-18 13:18:00,BSG_279,unsuccessful reservation,0 days 00:32:00
837,CUST9,2023-05-18 21:24:40,2023-05-18 21:54:40,BSG_123,unsuccessful reservation,0 days 00:30:00
838,CUST9,2023-05-18 04:07:52,2023-05-18 04:29:52,BSG_129,unsuccessful reservation,0 days 00:22:00
839,CUST12,2023-05-18 13:35:52,2023-05-18 13:40:52,BSG_215,successful,0 days 00:05:00
840,CUST12,2023-05-18 16:52:04,2023-05-18 17:13:04,BSG_42,unsuccessful reservation,0 days 00:21:00
841,CUST8,2023-05-18 01:40:08,2023-05-18 01:54:08,BSG_47,unsuccessful reservation,0 days 00:14:00
842,CUST13,2023-05-18 00:04:56,2023-05-18 00:46:56,BSG_18,successful,0 days 00:42:00
843,CUST9,2023-05-18 14:17:12,2023-05-18 14:47:12,BSG_48,successful,0 days 00:30:00
844,CUST11,2023-05-18 20:19:36,2023-05-18 20:31:36,BSG_11,successful,0 days 00:12:00
845,CUST6,2023-05-18 13:27:00,2023-05-18 13:41:00,BSG_329,unsuccessful reservation,0 days 00:14:00
846,CUST7,2023-05-18 02:55:53,2023-05-18 03:06:53,BSG_213,successful,0 days 00:11:00
847,CUST9,2023-05-18 00:13:32,2023-05-18 00:30:32,BSG_311,unsuccessful reservation,0 days 00:17:00
848,CUST14,2023-05-18 21:05:46,2023-05-18 21:43:46,BSG_81,unsuccessful reservation,0 days 00:38:00
849,CUST8,2023-05-18 08:05:38,2023-05-18 08:46:38,BSG_285,successful,0 days 00:41:00
850,CUST8,2023-05-18 02:28:24,2023-05-18 03:06:24,BSG_23,successful,0 days 00:38:00
851,CUST11,2023-05-18 08:40:10,2023-05-18 09:10:10,BSG_198,unsuccessful reservation,0 days 00:30:00
852,CUST13,2023-05-18 10:51:36,2023-05-18 11:12:36,BSG_322,successful,0 days 00:21:00
853,CUST10,2023-05-18 11:06:26,2023-05-18 11:46:26,BSG_97,unsuccessful reservation,0 days 00:40:00
854,CUST16,2023-05-18 18:38:45,2023-05-18 19:10:45,BSG_287,successful,0 days 00:32:00
855,CUST5,2023-05-18 22:37:22,2023-05-18 23:19:22,BSG_346,successful,0 days 00:42:00
856,CUST16,2023-05-18 20:26:35,2023-05-18 20:37:35,BSG_154,unsuccessful reservation,0 days 00:11:00
857,CUST2,2023-05-18 01:47:22,2023-05-18 02:07:22,BSG_70,unsuccessful reservation,0 days 00:20:00
858,CUST14,2023-05-18 23:49:15,2023-05-19 00:03:15,BSG_312,successful,0 days 00:14:00
859,CUST8,2023-05-18 03:13:10,2023-05-18 03:45:10,BSG_20,unsuccessful reservation,0 days 00:32:00
860,CUST16,2023-05-18 10:24:28,2023-05-18 11:08:28,BSG_116,unsuccessful reservation,0 days 00:44:00
861,CUST6,2023-05-18 08:56:19,2023-05-18 09:05:19,BSG_193,unsuccessful reservation,0 days 00:09:00
862,CUST4,2023-05-18 16:41:58,2023-05-18 16:55:58,BSG_34,unsuccessful reservation,0 days 00:14:00
863,CUST15,2023-05-18 05:32:59,2023-05-18 06:06:59,BSG_104,unsuccessful reservation,0 days 00:34:00
864,CUST11,2023-05-18 10:05:45,2023-05-18 10:11:45,BSG_50,unsuccessful reservation,0 days 00:06:00
865,CUST1,2023-05-18 23:05:19,2023-05-18 23:18:19,BSG_72,successful,0 days 00:13:00
866,CUST8,2023-05-18 23:18:22,2023-05-18 23:50:22,BSG_65,unsuccessful reservation,0 days 00:32:00
867,CUST4,2023-05-18 21:17:19,2023-05-18 21:51:19,BSG_221,unsuccessful reservation,0 days 00:34:00
868,CUST13,2023-05-18 23:21:19,2023-05-18 23:45:19,BSG_10,successful,0 days 00:24:00
869,CUST2,2023-05-18 06:35:35,2023-05-18 06:50:35,BSG_301,successful,0 days 00:15:00
870,CUST11,2023-05-18 01:03:28,2023-05-18 01:11:28,BSG_320,unsuccessful reservation,0 days 00:08:00
871,CUST16,2023-05-18 09:15:32,2023-05-18 09:41:32,BSG_234,unsuccessful reservation,0 days 00:26:00
872,CUST14,2023-05-18 09:49:33,2023-05-18 10:05:33,BSG_256,unsuccessful reservation,0 days 00:16:00
873,CUST14,2023-05-18 20:42:28,2023-05-18 21:04:28,BSG_239,unsuccessful reservation,0 days 00:22:00
874,CUST7,2023-05-18 20:46:31,2023-05-18 21:30:31,BSG_311,successful,0 days 00:44:00
875,CUST4,2023-05-18 07:23:15,2023-05-18 07:28:15,BSG_122,successful,0 days 00:05:00
876,CUST16,2023-05-18 22:35:09,2023-05-18 23:18:09,BSG_36,unsuccessful reservation,0 days 00:43:00
877,CUST4,2023-05-18 10:55:50,2023-05-18 11:10:50,BSG_118,unsuccessful reservation,0 days 00:15:00
878,CUST14,2023-05-18 16:21:40,2023-05-18 16:36:40,BSG_145,successful,0 days 00:15:00
879,CUST2,2023-05-18 10:04:27,2023-05-18 10:32:27,BSG_258,successful,0 days 00:28:00
880,CUST14,2023-05-18 09:39:25,2023-05-18 10:05:25,BSG_346,unsuccessful reservation,0 days 00:26:00
881,CUST11,2023-05-18 19:48:34,2023-05-18 20:20:34,BSG_254,successful,0 days 00:32:00
882,CUST8,2023-05-18 03:05:42,2023-05-18 03:30:42,BSG_121,successful,0 days 00:25:00
883,CUST2,2023-05-18 11:47:13,2023-05-18 12:00:13,BSG_34,successful,0 days 00:13:00
884,CUST5,2023-05-18 01:11:15,2023-05-18 01:40:15,BSG_222,unsuccessful reservation,0 days 00:29:00
885,CUST13,2023-05-18 16:49:18,2023-05-18 17:14:18,BSG_149,successful,0 days 00:25:00
886,CUST14,2023-05-18 16:39:40,2023-05-18 16:50:40,BSG_154,successful,0 days 00:11:00
887,CUST4,2023-05-18 22:08:26,2023-05-18 22:26:26,BSG_147,unsuccessful reservation,0 days 00:18:00
888,CUST9,2023-05-18 03:32:02,2023-05-18 03:38:02,BSG_247,unsuccessful reservation,0 days 00:06:00
889,CUST1,2023-05-18 20:04:09,2023-05-18 20:26:09,BSG_84,successful,0 days 00:22:00
890,CUST14,2023-05-18 05:50:17,2023-05-18 06:30:17,BSG_255,unsuccessful reservation,0 days 00:40:00
891,CUST7,2023-05-18 00:48:59,2023-05-18 00:55:59,BSG_84,successful,0 days 00:07:00
892,CUST13,2023-05-18 20:08:36,2023-05-18 20:41:36,BSG_334,successful,0 days 00:33:00
893,CUST13,2023-05-18 01:44:38,2023-05-18 02:01:38,BSG_186,unsuccessful reservation,0 days 00:17:00
894,CUST1,2023-05-18 11:47:48,2023-05-18 11:56:48,BSG_271,unsuccessful reservation,0 days 00:09:00
895,CUST5,2023-05-18 08:49:24,2023-05-18 08:56:24,BSG_163,unsuccessful reservation,0 days 00:07:00
896,CUST9,2023-05-18 22:20:20,2023-05-18 22:30:20,BSG_3,successful,0 days 00:10:00
897,CUST10,2023-05-18 00:43:40,2023-05-18 01:14:40,BSG_27,successful,0 days 00:31:00
898,CUST4,2023-05-18 17:17:41,2023-05-18 17:25:41,BSG_65,successful,0 days 00:08:00
899,CUST7,2023-05-18 08:26:35,2023-05-18 09:00:35,BSG_87,unsuccessful reservation,0 days 00:34:00
900,CUST12,2023-05-18 11:35:59,2023-05-18 11:42:59,BSG_118,successful,0 days 00:07:00
901,CUST7,2023-05-18 22:32:06,2023-05-18 22:45:06,BSG_1,unsuccessful reservation,0 days 00:13:00
902,CUST14,2023-05-18 19:20:27,2023-05-18 20:01:27,BSG_192,unsuccessful reservation,0 days 00:41:00
903,CUST12,2023-05-18 06:09:55,2023-05-18 06:17:55,BSG_8,successful,0 days 00:08:00
904,CUST15,2023-05-18 16:26:50,2023-05-18 16:39:50,BSG_133,unsuccessful reservation,0 days 00:13:00
905,CUST3,2023-05-18 17:10:00,2023-05-18 17:39:00,BSG_85,unsuccessful reservation,0 days 00:29:00
906,CUST3,2023-05-18 10:09:09,2023-05-18 10:36:09,BSG_123,successful,0 days 00:27:00
907,CUST12,2023-05-18 12:12:53,2023-05-18 12:34:53,BSG_336,unsuccessful reservation,0 days 00:22:00
908,CUST11,2023-05-18 20:46:38,2023-05-18 21:26:38,BSG_13,successful,0 days 00:40:00
909,CUST14,2023-05-18 13:21:58,2023-05-18 13:30:58,BSG_260,unsuccessful reservation,0 days 00:09:00
910,CUST15,2023-05-18 23:07:35,2023-05-18 23:43:35,BSG_348,unsuccessful reservation,0 days 00:36:00
911,CUST14,2023-05-18 01:08:06,2023-05-18 01:26:06,BSG_189,successful,0 days 00:18:00
912,CUST2,2023-05-18 18:21:50,2023-05-18 18:48:50,BSG_182,unsuccessful reservation,0 days 00:27:00
913,CUST5,2023-05-18 06:34:50,2023-05-18 07:00:50,BSG_60,successful,0 days 00:26:00
914,CUST11,2023-05-18 11:38:51,2023-05-18 12:19:51,BSG_28,successful,0 days 00:41:00
915,CUST7,2023-05-18 01:11:57,2023-05-18 01:42:57,BSG_217,successful,0 days 00:31:00
916,CUST4,2023-05-18 06:24:14,2023-05-18 06:55:14,BSG_101,successful,0 days 00:31:00
917,CUST16,2023-05-18 22:34:27,2023-05-18 23:01:27,BSG_227,successful,0 days 00:27:00
918,CUST7,2023-05-18 13:03:49,2023-05-18 13:23:49,BSG_332,unsuccessful reservation,0 days 00:20:00
919,CUST12,2023-05-18 14:07:29,2023-05-18 14:43:29,BSG_209,unsuccessful reservation,0 days 00:36:00
920,CUST3,2023-05-18 09:47:32,2023-05-18 09:54:32,BSG_79,unsuccessful reservation,0 days 00:07:00
921,CUST6,2023-05-18 04:41:08,2023-05-18 04:49:08,BSG_119,successful,0 days 00:08:00
922,CUST14,2023-05-18 04:57:46,2023-05-18 05:40:46,BSG_75,successful,0 days 00:43:00
923,CUST3,2023-05-18 13:44:59,2023-05-18 14:03:59,BSG_321,successful,0 days 00:19:00
924,CUST2,2023-05-18 16:05:18,2023-05-18 16:37:18,BSG_168,unsuccessful reservation,0 days 00:32:00
925,CUST4,2023-05-18 13:32:18,2023-05-18 13:41:18,BSG_104,unsuccessful reservation,0 days 00:09:00
926,CUST10,2023-05-18 23:21:59,2023-05-18 23:39:59,BSG_242,successful,0 days 00:18:00
927,CUST16,2023-05-18 01:40:15,2023-05-18 01:47:15,BSG_63,unsuccessful reservation,0 days 00:07:00
928,CUST11,2023-05-18 19:22:34,2023-05-18 19:30:34,BSG_46,successful,0 days 00:08:00
929,CUST1,2023-05-18 06:36:44,2023-05-18 06:45:44,BSG_106,successful,0 days 00:09:00
930,CUST8,2023-05-18 02:09:43,2023-05-18 02:28:43,BSG_328,successful,0 days 00:19:00
931,CUST4,2023-05-18 17:14:58,2023-05-18 17:39:58,BSG_135,unsuccessful reservation,0 days 00:25:00
932,CUST9,2023-05-18 06:25:56,2023-05-18 06:46:56,BSG_307,successful,0 days 00:21:00
933,CUST10,2023-05-18 12:16:15,2023-05-18 12:52:15,BSG_152,successful,0 days 00:36:00
