,Cust_ID,Event_CreatT,Event_ExpireT,Stat_ID,Status,t
524,CUST28,2021-05-15 04:04:20,2021-05-15 04:29:20,BSG_CUST28,successful,0 days 00:25:00
525,CUST19,2021-05-16 17:41:02,2021-05-16 17:58:02,BSG_CUST19,unsuccessful reservation,0 days 00:17:00
526,CUST33,2021-05-15 08:58:44,2021-05-15 09:16:44,BSG_CUST33,successful,0 days 00:18:00
527,CUST28,2021-05-15 22:21:16,2021-05-15 22:41:16,BSG_CUST28,successful,0 days 00:20:00
528,CUST16,2021-05-17 13:32:19,2021-05-17 14:00:19,BSG_CUST16,unsuccessful reservation,0 days 00:28:00
529,CUST32,2021-05-16 01:09:03,2021-05-16 01:17:03,BSG_CUST32,unsuccessful reservation,0 days 00:08:00
530,CUST30,2021-05-18 20:10:02,2021-05-18 20:17:02,BSG_CUST30,unsuccessful reservation,0 days 00:07:00
531,CUST24,2021-05-18 20:21:10,2021-05-18 21:00:10,BSG_CUST24,successful,0 days 00:39:00
532,CUST29,2021-05-18 06:43:24,2021-05-18 06:48:24,BSG_CUST29,unsuccessful reservation,0 days 00:05:00
533,CUST16,2021-05-17 23:24:19,2021-05-17 23:35:19,BSG_CUST16,successful,0 days 00:11:00
534,CUST30,2021-05-17 08:19:28,2021-05-17 08:25:28,BSG_CUST30,unsuccessful reservation,0 days 00:06:00
535,CUST26,2021-05-18 03:56:47,2021-05-18 04:03:47,BSG_CUST26,successful,0 days 00:07:00
536,CUST17,2021-05-16 04:37:56,2021-05-16 04:47:56,BSG_CUST17,successful,0 days 00:10:00
537,CUST22,2021-05-18 11:55:26,2021-05-18 12:15:26,BSG_CUST22,successful,0 days 00:20:00
538,CUST27,2021-05-15 16:13:16,2021-05-15 16:48:16,BSG_CUST27,unsuccessful reservation,0 days 00:35:00
539,CUST27,2021-05-16 00:56:31,2021-05-16 01:08:31,BSG_CUST27,unsuccessful reservation,0 days 00:12:00
540,CUST22,2021-05-15 01:38:44,2021-05-15 02:10:44,BSG_CUST22,successful,0 days 00:32:00
541,CUST34,2021-05-18 22:21:38,2021-05-18 22:56:38,BSG_CUST34,successful,0 days 00:35:00
542,CUST30,2021-05-15 17:21:27,2021-05-15 17:42:27,BSG_CUST30,successful,0 days 00:21:00
543,CUST29,2021-05-15 07:16:13,2021-05-15 07:44:13,BSG_CUST29,unsuccessful reservation,0 days 00:28:00
544,CUST27,2021-05-17 02:27:26,2021-05-17 02:49:26,BSG_CUST27,successful,0 days 00:22:00
545,CUST19,2021-05-16 01:07:12,2021-05-16 01:15:12,BSG_CUST19,unsuccessful reservation,0 days 00:08:00
546,CUST22,2021-05-18 18:23:25,2021-05-18 19:00:25,BSG_CUST22,successful,0 days 00:37:00
547,CUST24,2021-05-18 08:29:03,2021-05-18 08:37:03,BSG_CUST24,unsuccessful reservation,0 days 00:08:00
548,CUST22,2021-05-15 09:36:09,2021-05-15 09:42:09,BSG_CUST22,successful,0 days 00:06:00
549,CUST17,2021-05-16 12:07:58,2021-05-16 12:29:58,BSG_CUST17,unsuccessful reservation,0 days 00:22:00
550,CUST17,2021-05-16 12:56:13,2021-05-16 13:34:13,BSG_CUST17,unsuccessful reservation,0 days 00:38:00
551,CUST34,2021-05-15 08:14:05,2021-05-15 08:36:05,BSG_CUST34,successful,0 days 00:22:00
552,CUST23,2021-05-16 23:33:50,2021-05-16 23:53:50,BSG_CUST23,successful,0 days 00:20:00
553,CUST26,2021-05-17 10:34:09,2021-05-17 10:39:09,BSG_CUST26,unsuccessful reservation,0 days 00:05:00
554,CUST34,2021-05-17 18:41:09,2021-05-17 18:57:09,BSG_CUST34,successful,0 days 00:16:00
555,CUST22,2021-05-18 21:13:43,2021-05-18 21:35:43,BSG_CUST22,successful,0 days 00:22:00
556,CUST33,2021-05-15 13:59:07,2021-05-15 14:16:07,BSG_CUST33,unsuccessful reservation,0 days 00:17:00
557,CUST22,2021-05-18 08:59:56,2021-05-18 09:06:56,BSG_CUST22,unsuccessful reservation,0 days 00:07:00
558,CUST22,2021-05-18 20:44:03,2021-05-18 20:50:03,BSG_CUST22,successful,0 days 00:06:00
559,CUST16,2021-05-17 19:01:00,2021-05-17 19:39:00,BSG_CUST16,unsuccessful reservation,0 days 00:38:00
560,CUST19,2021-05-15 01:55:05,2021-05-15 02:28:05,BSG_CUST19,successful,0 days 00:33:00
561,CUST20,2021-05-15 15:57:10,2021-05-15 16:09:10,BSG_CUST20,successful,0 days 00:12:00
562,CUST17,2021-05-17 00:50:44,2021-05-17 01:16:44,BSG_CUST17,successful,0 days 00:26:00
563,CUST34,2021-05-17 07:05:02,2021-05-17 07:22:02,BSG_CUST34,unsuccessful reservation,0 days 00:17:00
564,CUST18,2021-05-18 05:10:29,2021-05-18 05:26:29,BSG_CUST18,successful,0 days 00:16:00
565,CUST26,2021-05-16 16:24:42,2021-05-16 16:44:42,BSG_CUST26,successful,0 days 00:20:00
566,CUST30,2021-05-16 09:53:17,2021-05-16 10:20:17,BSG_CUST30,successful,0 days 00:27:00
567,CUST17,2021-05-17 16:52:10,2021-05-17 17:05:10,BSG_CUST17,unsuccessful reservation,0 days 00:13:00
568,CUST30,2021-05-17 10:48:04,2021-05-17 11:15:04,BSG_CUST30,successful,0 days 00:27:00
569,CUST24,2021-05-16 16:17:19,2021-05-16 16:51:19,BSG_CUST24,unsuccessful reservation,0 days 00:34:00
570,CUST17,2021-05-17 02:39:10,2021-05-17 03:07:10,BSG_CUST17,unsuccessful reservation,0 days 00:28:00
571,CUST21,2021-05-16 15:29:45,2021-05-16 16:01:45,BSG_CUST21,successful,0 days 00:32:00
572,CUST22,2021-05-17 04:26:19,2021-05-17 04:54:19,BSG_CUST22,successful,0 days 00:28:00
573,CUST19,2021-05-15 01:17:18,2021-05-15 01:50:18,BSG_CUST19,successful,0 days 00:33:00
574,CUST27,2021-05-18 19:55:05,2021-05-18 20:00:05,BSG_CUST27,unsuccessful reservation,0 days 00:05:00
575,CUST26,2021-05-15 18:30:08,2021-05-15 19:04:08,BSG_CUST26,unsuccessful reservation,0 days 00:34:00
576,CUST21,2021-05-17 00:25:16,2021-05-17 00:34:16,BSG_CUST21,successful,0 days 00:09:00
577,CUST26,2021-05-17 22:28:14,2021-05-17 22:41:14,BSG_CUST26,successful,0 days 00:13:00
578,CUST23,2021-05-18 05:34:58,2021-05-18 05:54:58,BSG_CUST23,successful,0 days 00:20:00
579,CUST27,2021-05-16 07:29:59,2021-05-16 07:57:59,BSG_CUST27,unsuccessful reservation,0 days 00:28:00
580,CUST19,2021-05-17 01:54:26,2021-05-17 02:00:26,BSG_CUST19,unsuccessful reservation,0 days 00:06:00
581,CUST28,2021-05-17 08:43:13,2021-05-17 09:09:13,BSG_CUST28,unsuccessful reservation,0 days 00:26:00
582,CUST25,2021-05-18 02:51:39,2021-05-18 03:02:39,BSG_CUST25,successful,0 days 00:11:00
583,CUST23,2021-05-16 06:55:02,2021-05-16 07:26:02,BSG_CUST23,successful,0 days 00:31:00
584,CUST25,2021-05-17 01:28:33,2021-05-17 01:34:33,BSG_CUST25,unsuccessful reservation,0 days 00:06:00
585,CUST20,2021-05-17 12:45:53,2021-05-17 13:13:53,BSG_CUST20,unsuccessful reservation,0 days 00:28:00
586,CUST20,2021-05-17 03:24:59,2021-05-17 03:45:59,BSG_CUST20,unsuccessful reservation,0 days 00:21:00
587,CUST28,2021-05-15 17:24:59,2021-05-15 17:45:59,BSG_CUST28,successful,0 days 00:21:00
588,CUST16,2021-05-16 07:13:34,2021-05-16 07:19:34,BSG_CUST16,successful,0 days 00:06:00
589,CUST29,2021-05-15 09:39:30,2021-05-15 09:47:30,BSG_CUST29,unsuccessful reservation,0 days 00:08:00
590,CUST25,2021-05-16 21:50:41,2021-05-16 22:22:41,BSG_CUST25,successful,0 days 00:32:00
591,CUST34,2021-05-17 23:04:55,2021-05-17 23:31:55,BSG_CUST34,successful,0 days 00:27:00
592,CUST34,2021-05-15 01:38:22,2021-05-15 02:17:22,BSG_CUST34,unsuccessful reservation,0 days 00:39:00
593,CUST34,2021-05-18 09:56:39,2021-05-18 10:02:39,BSG_CUST34,unsuccessful reservation,0 days 00:06:00
594,CUST20,2021-05-15 18:52:04,2021-05-15 19:05:04,BSG_CUST20,unsuccessful reservation,0 days 00:13:00
595,CUST17,2021-05-16 19:18:24,2021-05-16 19:45:24,BSG_CUST17,successful,0 days 00:27:00
596,CUST29,2021-05-15 17:05:50,2021-05-15 17:21:50,BSG_CUST29,unsuccessful reservation,0 days 00:16:00
597,CUST27,2021-05-15 14:20:34,2021-05-15 14:57:34,BSG_CUST27,successful,0 days 00:37:00
598,CUST33,2021-05-16 08:16:32,2021-05-16 08:47:32,BSG_CUST33,successful,0 days 00:31:00
599,CUST23,2021-05-15 13:39:04,2021-05-15 13:57:04,BSG_CUST23,successful,0 days 00:18:00
600,CUST26,2021-05-17 20:02:00,2021-05-17 20:29:00,BSG_CUST26,unsuccessful reservation,0 days 00:27:00
601,CUST26,2021-05-15 10:07:07,2021-05-15 10:32:07,BSG_CUST26,unsuccessful reservation,0 days 00:25:00
602,CUST26,2021-05-17 16:57:29,2021-05-17 17:05:29,BSG_CUST26,unsuccessful reservation,0 days 00:08:00
603,CUST23,2021-05-16 11:14:29,2021-05-16 11:44:29,BSG_CUST23,unsuccessful reservation,0 days 00:30:00
604,CUST16,2021-05-16 04:00:50,2021-05-16 04:21:50,BSG_CUST16,successful,0 days 00:21:00
605,CUST30,2021-05-17 00:53:56,2021-05-17 01:15:56,BSG_CUST30,successful,0 days 00:22:00
606,CUST25,2021-05-18 12:26:33,2021-05-18 13:05:33,BSG_CUST25,unsuccessful reservation,0 days 00:39:00
607,CUST20,2021-05-16 08:49:25,2021-05-16 08:54:25,BSG_CUST20,successful,0 days 00:05:00
608,CUST24,2021-05-16 22:30:45,2021-05-16 22:40:45,BSG_CUST24,unsuccessful reservation,0 days 00:10:00
609,CUST33,2021-05-15 22:34:51,2021-05-15 23:03:51,BSG_CUST33,unsuccessful reservation,0 days 00:29:00
610,CUST27,2021-05-16 12:35:00,2021-05-16 13:05:00,BSG_CUST27,successful,0 days 00:30:00
611,CUST19,2021-05-15 06:58:53,2021-05-15 07:21:53,BSG_CUST19,successful,0 days 00:23:00
612,CUST16,2021-05-16 13:21:09,2021-05-16 13:50:09,BSG_CUST16,unsuccessful reservation,0 days 00:29:00
613,CUST24,2021-05-18 02:47:59,2021-05-18 03:25:59,BSG_CUST24,unsuccessful reservation,0 days 00:38:00
614,CUST25,2021-05-16 23:45:36,2021-05-17 00:19:36,BSG_CUST25,unsuccessful reservation,0 days 00:34:00
615,CUST34,2021-05-18 07:48:11,2021-05-18 07:55:11,BSG_CUST34,unsuccessful reservation,0 days 00:07:00
616,CUST21,2021-05-17 11:37:26,2021-05-17 12:10:26,BSG_CUST21,unsuccessful reservation,0 days 00:33:00
617,CUST25,2021-05-15 08:27:41,2021-05-15 08:35:41,BSG_CUST25,successful,0 days 00:08:00
618,CUST17,2021-05-18 04:06:24,2021-05-18 04:42:24,BSG_CUST17,successful,0 days 00:36:00
619,CUST30,2021-05-16 02:19:10,2021-05-16 02:30:10,BSG_CUST30,successful,0 days 00:11:00
620,CUST25,2021-05-15 17:34:19,2021-05-15 18:00:19,BSG_CUST25,successful,0 days 00:26:00
621,CUST34,2021-05-15 00:21:27,2021-05-15 00:41:27,BSG_CUST34,unsuccessful reservation,0 days 00:20:00
622,CUST26,2021-05-18 06:01:53,2021-05-18 06:30:53,BSG_CUST26,successful,0 days 00:29:00
623,CUST28,2021-05-15 13:37:22,2021-05-15 14:10:22,BSG_CUST28,unsuccessful reservation,0 days 00:33:00
624,CUST22,2021-05-16 05:27:38,2021-05-16 05:37:38,BSG_CUST22,unsuccessful reservation,0 days 00:10:00
625,CUST31,2021-05-16 11:28:02,2021-05-16 11:53:02,BSG_CUST31,successful,0 days 00:25:00
626,CUST20,2021-05-18 07:49:54,2021-05-18 08:25:54,BSG_CUST20,unsuccessful reservation,0 days 00:36:00
627,CUST29,2021-05-17 11:15:07,2021-05-17 11:39:07,BSG_CUST29,unsuccessful reservation,0 days 00:24:00
628,CUST29,2021-05-17 19:47:43,2021-05-17 20:04:43,BSG_CUST29,unsuccessful reservation,0 days 00:17:00
629,CUST30,2021-05-16 22:28:40,2021-05-16 22:58:40,BSG_CUST30,successful,0 days 00:30:00
630,CUST32,2021-05-17 00:42:11,2021-05-17 01:02:11,BSG_CUST32,successful,0 days 00:20:00
631,CUST17,2021-05-15 18:33:38,2021-05-15 19:02:38,BSG_CUST17,successful,0 days 00:29:00
632,CUST24,2021-05-15 22:10:54,2021-05-15 22:27:54,BSG_CUST24,unsuccessful reservation,0 days 00:17:00
633,CUST33,2021-05-17 11:01:50,2021-05-17 11:16:50,BSG_CUST33,unsuccessful reservation,0 days 00:15:00
634,CUST34,2021-05-16 01:49:45,2021-05-16 01:57:45,BSG_CUST34,unsuccessful reservation,0 days 00:08:00
635,CUST26,2021-05-17 03:57:48,2021-05-17 04:29:48,BSG_CUST26,successful,0 days 00:32:00
636,CUST16,2021-05-15 23:40:47,2021-05-16 00:06:47,BSG_CUST16,unsuccessful reservation,0 days 00:26:00
637,CUST30,2021-05-17 21:35:51,2021-05-17 22:05:51,BSG_CUST30,successful,0 days 00:30:00
638,CUST29,2021-05-16 20:23:57,2021-05-16 20:47:57,BSG_CUST29,successful,0 days 00:24:00
639,CUST33,2021-05-17 04:17:24,2021-05-17 04:28:24,BSG_CUST33,unsuccessful reservation,0 days 00:11:00
640,CUST18,2021-05-15 00:15:16,2021-05-15 00:41:16,BSG_CUST18,successful,0 days 00:26:00
641,CUST18,2021-05-17 17:04:36,2021-05-17 17:21:36,BSG_CUST18,successful,0 days 00:17:00
642,CUST24,2021-05-16 23:57:02,2021-05-17 00:12:02,BSG_CUST24,unsuccessful reservation,0 days 00:15:00
643,CUST19,2021-05-17 00:34:03,2021-05-17 01:04:03,BSG_CUST19,successful,0 days 00:30:00
644,CUST33,2021-05-17 02:33:28,2021-05-17 02:44:28,BSG_CUST33,unsuccessful reservation,0 days 00:11:00
645,CUST32,2021-05-18 23:15:47,2021-05-18 23:45:47,BSG_CUST32,successful,0 days 00:30:00
646,CUST19,2021-05-18 08:38:43,2021-05-18 08:47:43,BSG_CUST19,successful,0 days 00:09:00
647,CUST30,2021-05-16 07:47:10,2021-05-16 08:17:10,BSG_CUST30,unsuccessful reservation,0 days 00:30:00
648,CUST18,2021-05-15 01:59:38,2021-05-15 02:10:38,BSG_CUST18,unsuccessful reservation,0 days 00:11:00
649,CUST31,2021-05-15 14:16:37,2021-05-15 14:22:37,BSG_CUST31,unsuccessful reservation,0 days 00:06:00
650,CUST34,2021-05-15 20:16:16,2021-05-15 20:49:16,BSG_CUST34,successful,0 days 00:33:00
651,CUST33,2021-05-18 19:59:53,2021-05-18 20:35:53,BSG_CUST33,successful,0 days 00:36:00
652,CUST26,2021-05-18 01:39:20,2021-05-18 02:02:20,BSG_CUST26,unsuccessful reservation,0 days 00:23:00
653,CUST30,2021-05-18 06:11:11,2021-05-18 06:22:11,BSG_CUST30,unsuccessful reservation,0 days 00:11:00
654,CUST29,2021-05-17 05:02:43,2021-05-17 05:26:43,BSG_CUST29,unsuccessful reservation,0 days 00:24:00
655,CUST23,2021-05-18 22:26:23,2021-05-18 22:56:23,BSG_CUST23,successful,0 days 00:30:00
656,CUST20,2021-05-16 14:04:40,2021-05-16 14:42:40,BSG_CUST20,successful,0 days 00:38:00
657,CUST28,2021-05-16 08:03:07,2021-05-16 08:29:07,BSG_CUST28,successful,0 days 00:26:00
658,CUST19,2021-05-18 19:36:30,2021-05-18 20:13:30,BSG_CUST19,unsuccessful reservation,0 days 00:37:00
659,CUST32,2021-05-17 07:11:41,2021-05-17 07:31:41,BSG_CUST32,unsuccessful reservation,0 days 00:20:00
660,CUST29,2021-05-17 04:08:05,2021-05-17 04:30:05,BSG_CUST29,successful,0 days 00:22:00
661,CUST30,2021-05-18 04:44:01,2021-05-18 04:57:01,BSG_CUST30,unsuccessful reservation,0 days 00:13:00
662,CUST22,2021-05-15 00:48:23,2021-05-15 01:17:23,BSG_CUST22,unsuccessful reservation,0 days 00:29:00
663,CUST28,2021-05-15 03:13:35,2021-05-15 03:33:35,BSG_CUST28,unsuccessful reservation,0 days 00:20:00
664,CUST27,2021-05-15 02:32:04,2021-05-15 03:07:04,BSG_CUST27,unsuccessful reservation,0 days 00:35:00
665,CUST22,2021-05-17 17:55:32,2021-05-17 18:27:32,BSG_CUST22,unsuccessful reservation,0 days 00:32:00
666,CUST24,2021-05-15 05:16:15,2021-05-15 05:39:15,BSG_CUST24,successful,0 days 00:23:00
667,CUST21,2021-05-16 06:26:37,2021-05-16 06:49:37,BSG_CUST21,successful,0 days 00:23:00
668,CUST30,2021-05-18 09:29:29,2021-05-18 09:43:29,BSG_CUST30,unsuccessful reservation,0 days 00:14:00
669,CUST24,2021-05-17 11:53:32,2021-05-17 12:07:32,BSG_CUST24,successful,0 days 00:14:00
670,CUST29,2021-05-17 18:43:42,2021-05-17 19:01:42,BSG_CUST29,successful,0 days 00:18:00
671,CUST30,2021-05-18 13:39:16,2021-05-18 13:45:16,BSG_CUST30,unsuccessful reservation,0 days 00:06:00
672,CUST28,2021-05-18 22:27:02,2021-05-18 22:57:02,BSG_CUST28,unsuccessful reservation,0 days 00:30:00
673,CUST17,2021-05-18 01:08:42,2021-05-18 01:30:42,BSG_CUST17,successful,0 days 00:22:00
674,CUST21,2021-05-18 19:00:07,2021-05-18 19:10:07,BSG_CUST21,unsuccessful reservation,0 days 00:10:00
675,CUST18,2021-05-17 03:58:53,2021-05-17 04:04:53,BSG_CUST18,unsuccessful reservation,0 days 00:06:00
676,CUST27,2021-05-17 11:08:15,2021-05-17 11:33:15,BSG_CUST27,successful,0 days 00:25:00
677,CUST29,2021-05-18 20:03:20,2021-05-18 20:08:20,BSG_CUST29,successful,0 days 00:05:00
678,CUST28,2021-05-17 04:12:39,2021-05-17 04:44:39,BSG_CUST28,successful,0 days 00:32:00
679,CUST34,2021-05-17 21:18:27,2021-05-17 21:45:27,BSG_CUST34,unsuccessful reservation,0 days 00:27:00
680,CUST23,2021-05-17 01:34:00,2021-05-17 01:45:00,BSG_CUST23,successful,0 days 00:11:00
681,CUST32,2021-05-18 11:08:12,2021-05-18 11:30:12,BSG_CUST32,successful,0 days 00:22:00
682,CUST21,2021-05-15 22:30:48,2021-05-15 22:49:48,BSG_CUST21,successful,0 days 00:19:00
683,CUST23,2021-05-17 05:29:47,2021-05-17 05:54:47,BSG_CUST23,successful,0 days 00:25:00
684,CUST33,2021-05-17 05:53:26,2021-05-17 06:04:26,BSG_CUST33,unsuccessful reservation,0 days 00:11:00
685,CUST28,2021-05-17 01:47:09,2021-05-17 02:23:09,BSG_CUST28,unsuccessful reservation,0 days 00:36:00
686,CUST29,2021-05-18 16:26:43,2021-05-18 16:49:43,BSG_CUST29,unsuccessful reservation,0 days 00:23:00
687,CUST31,2021-05-16 02:10:17,2021-05-16 02:46:17,BSG_CUST31,successful,0 days 00:36:00
688,CUST28,2021-05-15 23:16:19,2021-05-15 23:35:19,BSG_CUST28,successful,0 days 00:19:00
689,CUST22,2021-05-17 22:27:53,2021-05-17 23:02:53,BSG_CUST22,unsuccessful reservation,0 days 00:35:00
690,CUST30,2021-05-18 13:35:25,2021-05-18 13:50:25,BSG_CUST30,unsuccessful reservation,0 days 00:15:00
691,CUST19,2021-05-15 02:19:03,2021-05-15 02:31:03,BSG_CUST19,successful,0 days 00:12:00
692,CUST33,2021-05-18 21:08:56,2021-05-18 21:43:56,BSG_CUST33,successful,0 days 00:35:00
693,CUST23,2021-05-16 20:59:03,2021-05-16 21:21:03,BSG_CUST23,unsuccessful reservation,0 days 00:22:00
694,CUST31,2021-05-15 00:39:01,2021-05-15 01:10:01,BSG_CUST31,successful,0 days 00:31:00
695,CUST24,2021-05-15 17:41:58,2021-05-15 18:02:58,BSG_CUST24,successful,0 days 00:21:00
696,CUST22,2021-05-17 19:49:09,2021-05-17 20:19:09,BSG_CUST22,unsuccessful reservation,0 days 00:30:00
697,CUST26,2021-05-18 11:49:45,2021-05-18 12:05:45,BSG_CUST26,successful,0 days 00:16:00
698,CUST21,2021-05-18 05:49:12,2021-05-18 06:13:12,BSG_CUST21,unsuccessful reservation,0 days 00:24:00
699,CUST25,2021-05-17 20:10:03,2021-05-17 20:32:03,BSG_CUST25,successful,0 days 00:22:00
700,CUST32,2021-05-18 10:35:22,2021-05-18 10:53:22,BSG_CUST32,unsuccessful reservation,0 days 00:18:00
701,CUST22,2021-05-16 14:07:52,2021-05-16 14:13:52,BSG_CUST22,successful,0 days 00:06:00
702,CUST17,2021-05-16 02:20:27,2021-05-16 02:54:27,BSG_CUST17,unsuccessful reservation,0 days 00:34:00
703,CUST20,2021-05-18 11:38:51,2021-05-18 11:49:51,BSG_CUST20,successful,0 days 00:11:00
704,CUST26,2021-05-17 11:43:25,2021-05-17 12:03:25,BSG_CUST26,unsuccessful reservation,0 days 00:20:00
705,CUST18,2021-05-16 11:34:19,2021-05-16 11:46:19,BSG_CUST18,successful,0 days 00:12:00
706,CUST16,2021-05-18 07:37:36,2021-05-18 08:01:36,BSG_CUST16,successful,0 days 00:24:00
707,CUST23,2021-05-16 04:38:14,2021-05-16 04:53:14,BSG_CUST23,successful,0 days 00:15:00
708,CUST31,2021-05-17 14:53:43,2021-05-17 14:59:43,BSG_CUST31,unsuccessful reservation,0 days 00:06:00
709,CUST20,2021-05-17 02:59:17,2021-05-17 03:19:17,BSG_CUST20,unsuccessful reservation,0 days 00:20:00
710,CUST31,2021-05-16 21:12:54,2021-05-16 21:29:54,BSG_CUST31,unsuccessful reservation,0 days 00:17:00
711,CUST19,2021-05-18 06:48:50,2021-05-18 07:10:50,BSG_CUST19,successful,0 days 00:22:00
712,CUST30,2021-05-18 19:32:18,2021-05-18 19:46:18,BSG_CUST30,successful,0 days 00:14:00
713,CUST27,2021-05-17 06:16:59,2021-05-17 06:48:59,BSG_CUST27,successful,0 days 00:32:00
714,CUST34,2021-05-16 16:16:20,2021-05-16 16:41:20,BSG_CUST34,unsuccessful reservation,0 days 00:25:00
715,CUST25,2021-05-15 05:05:16,2021-05-15 05:43:16,BSG_CUST25,unsuccessful reservation,0 days 00:38:00
716,CUST16,2021-05-18 12:12:00,2021-05-18 12:44:00,BSG_CUST16,unsuccessful reservation,0 days 00:32:00
717,CUST29,2021-05-18 02:20:45,2021-05-18 02:36:45,BSG_CUST29,successful,0 days 00:16:00
718,CUST21,2021-05-15 20:32:21,2021-05-15 21:06:21,BSG_CUST21,unsuccessful reservation,0 days 00:34:00
719,CUST29,2021-05-18 22:52:38,2021-05-18 23:06:38,BSG_CUST29,unsuccessful reservation,0 days 00:14:00
720,CUST34,2021-05-16 08:06:57,2021-05-16 08:32:57,BSG_CUST34,successful,0 days 00:26:00
721,CUST16,2021-05-16 23:14:12,2021-05-16 23:41:12,BSG_CUST16,successful,0 days 00:27:00
722,CUST16,2021-05-15 13:05:34,2021-05-15 13:43:34,BSG_CUST16,successful,0 days 00:38:00
723,CUST24,2021-05-18 12:20:40,2021-05-18 12:47:40,BSG_CUST24,unsuccessful reservation,0 days 00:27:00
724,CUST32,2021-05-15 16:34:32,2021-05-15 17:05:32,BSG_CUST32,unsuccessful reservation,0 days 00:31:00
725,CUST22,2021-05-18 13:32:21,2021-05-18 13:56:21,BSG_CUST22,successful,0 days 00:24:00
726,CUST17,2021-05-17 06:18:39,2021-05-17 06:33:39,BSG_CUST17,unsuccessful reservation,0 days 00:15:00
727,CUST21,2021-05-15 18:54:40,2021-05-15 19:21:40,BSG_CUST21,successful,0 days 00:27:00
728,CUST34,2021-05-17 01:44:39,2021-05-17 02:17:39,BSG_CUST34,successful,0 days 00:33:00
729,CUST18,2021-05-17 01:08:11,2021-05-17 01:26:11,BSG_CUST18,unsuccessful reservation,0 days 00:18:00
730,CUST24,2021-05-15 06:35:30,2021-05-15 07:14:30,BSG_CUST24,successful,0 days 00:39:00
731,CUST34,2021-05-15 00:51:50,2021-05-15 00:58:50,BSG_CUST34,unsuccessful reservation,0 days 00:07:00
732,CUST30,2021-05-18 08:59:41,2021-05-18 09:09:41,BSG_CUST30,successful,0 days 00:10:00
733,CUST21,2021-05-18 07:34:08,2021-05-18 08:03:08,BSG_CUST21,unsuccessful reservation,0 days 00:29:00
734,CUST32,2021-05-15 20:22:07,2021-05-15 20:44:07,BSG_CUST32,successful,0 days 00:22:00
735,CUST22,2021-05-16 13:00:51,2021-05-16 13:25:51,BSG_CUST22,unsuccessful reservation,0 days 00:25:00
736,CUST25,2021-05-15 01:18:43,2021-05-15 01:31:43,BSG_CUST25,unsuccessful reservation,0 days 00:13:00
737,CUST34,2021-05-18 22:24:40,2021-05-18 22:58:40,BSG_CUST34,successful,0 days 00:34:00
738,CUST19,2021-05-15 11:53:00,2021-05-15 12:11:00,BSG_CUST19,unsuccessful reservation,0 days 00:18:00
739,CUST31,2021-05-18 12:12:00,2021-05-18 12:38:00,BSG_CUST31,unsuccessful reservation,0 days 00:26:00
740,CUST28,2021-05-15 01:10:47,2021-05-15 01:46:47,BSG_CUST28,unsuccessful reservation,0 days 00:36:00
741,CUST25,2021-05-17 23:14:07,2021-05-17 23:48:07,BSG_CUST25,successful,0 days 00:34:00
742,CUST31,2021-05-18 15:03:48,2021-05-18 15:21:48,BSG_CUST31,successful,0 days 00:18:00
743,CUST16,2021-05-17 19:39:01,2021-05-17 20:09:01,BSG_CUST16,unsuccessful reservation,0 days 00:30:00
744,CUST27,2021-05-17 17:17:28,2021-05-17 17:30:28,BSG_CUST27,successful,0 days 00:13:00
745,CUST31,2021-05-15 00:32:43,2021-05-15 01:01:43,BSG_CUST31,unsuccessful reservation,0 days 00:29:00
746,CUST16,2021-05-15 17:08:37,2021-05-15 17:38:37,BSG_CUST16,unsuccessful reservation,0 days 00:30:00
747,CUST25,2021-05-17 11:57:54,2021-05-17 12:19:54,BSG_CUST25,successful,0 days 00:22:00
748,CUST17,2021-05-17 08:23:36,2021-05-17 08:40:36,BSG_CUST17,unsuccessful reservation,0 days 00:17:00
749,CUST25,2021-05-18 04:41:11,2021-05-18 05:16:11,BSG_CUST25,successful,0 days 00:35:00
750,CUST30,2021-05-17 13:16:01,2021-05-17 13:52:01,BSG_CUST30,successful,0 days 00:36:00
751,CUST20,2021-05-17 08:30:02,2021-05-17 09:07:02,BSG_CUST20,successful,0 days 00:37:00
752,CUST23,2021-05-18 22:33:03,2021-05-18 22:39:03,BSG_CUST23,successful,0 days 00:06:00
753,CUST17,2021-05-15 04:30:57,2021-05-15 04:35:57,BSG_CUST17,unsuccessful reservation,0 days 00:05:00
754,CUST24,2021-05-16 15:07:18,2021-05-16 15:16:18,BSG_CUST24,successful,0 days 00:09:00
755,CUST27,2021-05-16 20:09:05,2021-05-16 20:37:05,BSG_CUST27,successful,0 days 00:28:00
756,CUST31,2021-05-15 15:16:33,2021-05-15 15:53:33,BSG_CUST31,unsuccessful reservation,0 days 00:37:00
757,CUST17,2021-05-18 03:08:18,2021-05-18 03:17:18,BSG_CUST17,successful,0 days 00:09:00
758,CUST28,2021-05-15 15:57:57,2021-05-15 16:09:57,BSG_CUST28,unsuccessful reservation,0 days 00:12:00
759,CUST34,2021-05-16 04:07:20,2021-05-16 04:26:20,BSG_CUST34,successful,0 days 00:19:00
760,CUST32,2021-05-17 03:46:01,2021-05-17 04:11:01,BSG_CUST32,unsuccessful reservation,0 days 00:25:00
761,CUST28,2021-05-15 21:22:24,2021-05-15 21:36:24,BSG_CUST28,unsuccessful reservation,0 days 00:14:00
